A0W1EAR7,San Vicente,Costa Rica
13IN7FVV,Chigoré,Panama
JD4MK90L,Songnim,North Korea
E3LD7M0G,Olszówka,Poland
UICM3Q2R,Gaopai,China
NPVG0GZT,Rostov,Russia
K1W216VR,Banamba,Mali
SSH25RKZ,Conselheiro Lafaiete,Brazil
62W5ALVD,Knjazevac,Serbia
85DS6YPP,Chemnitz,Germany
MBRP4NUM,Wenchi,Ghana
LFJE4T3T,Javānrūd,Iran
GB4FLEH4,Porteirinha,Brazil
3L5U072A,Thamaga,Botswana
5FDHHSD3,Pizhanka,Russia
O6KRRWMZ,Jalālābād,Afghanistan
6YNRGHW0,Bolekhiv,Ukraine
UJODJETG,Remscheid,Germany
DFEGNVDX,Kāshmar,Iran
75Y3AQD1,Catujal Velho,Portugal
0MJBDDHQ,Karak City,Jordan
V3717TYB,Polevskoy,Russia
BDY9AU4R,Nong Khai,Thailand
8JOPO0FA,Bum Bum,Venezuela
LCBKZL1B,Gurung,Indonesia
A6P0IFH7,Nirasaki,Japan
Z7LW7YDH,Bol,Chad
XIWXZF4G,Dallas,United States
CWOORSXI,Qal‘at Bīshah,Saudi Arabia
HX29EUKX,La Oroya,Peru
7R9J2KQL,Vales,Portugal
X1QCGRXT,Kaynardzha,Bulgaria
2YQE135Q,Shikou,China
YXCZUEH9,Bassar,Togo
156ITJIQ,Galleh Manda,Gambia
L9Q8M7PP,Tiebukenwusan,China
4WIWQYPC,Doroslovo,Serbia
E9WJIHIM,Luodian,China
J75F9L67,Jiangchang,China
XIZUTFD7,Totness,Suriname
CV48EWW7,Valença do Piauí,Brazil
W5BXQ9SR,Porta,Portugal
6PQ90VPW,Thionville,France
6FY0YTGO,Danauparis,Indonesia
MFWMMGGR,La Serena,Chile
5X4Y58LN,Guchang,China
DLHSX8FN,Győr,Hungary
PW6EV3M9,München,Germany
AB5LPT5D,Kisesa,Tanzania
QQJ8OX5H,João Pinheiro,Brazil
Y2P9Y39D,Pasireurih,Indonesia
P1GOSNZ1,Sanmiaoqian,China
KWQW4QRA,Yushan,China
C896CPG9,Kalinovskaya,Russia
DBKQVQ7P,Nūsay,Afghanistan
JUL1Q56S,Oulad Frej,Morocco
6AGUXJU1,Vadstena,Sweden
GVFYQGFN,Rakek,Slovenia
CRUEVAB8,Smedjebacken,Sweden
CQMUIACA,Boulsa,Burkina Faso
HLSIVQ09,Hirara,Japan
3R0Q2S9T,Budënnovsk,Russia
A675A4CN,Bujanovac,Serbia
C0LCO7Y7,Chenqiao,China
GZSAFQLP,Bandundu,Democratic Republic of the Congo
3PSKV5VZ,Nesterovskaya,Russia
SP5ICYE8,Rzhev,Russia
LK40ZBAM,Trzciana,Poland
WSA9B2LU,Gunungangka,Indonesia
CKU8HCKE,Sơn Tịnh,Vietnam
Q0Q5HSRT,Yūki,Japan
R13GVY6T,Kassala,Sudan
5FUN2WYO,Tayuan,China
Z234OOQL,Cayenne,French Guiana
B4D8A6MA,Banjar Desa,Indonesia
CTFTQOI4,Medeiros Neto,Brazil
IMV6QZ6O,Portland,United States
LOX73C3Q,Birmingham,United States
AWM7QE9A,Vila Franca,Portugal
3Y32A1KH,Buynaksk,Russia
E55ZW57U,Pogórze,Poland
S5ICUE2J,Rousínov,Czech Republic
OPFRAYVH,Sukajadi,Indonesia
J5KU8REO,Tagbilaran City,Philippines
8EN0F57Y,Nguigmi,Niger
UC7SQ8TL,Talipan,Philippines
JBM4CE2L,Český Těšín,Czech Republic
VO8360XQ,Tamisan,Philippines
6NCKT3MW,Qaryat ad Da‘īs,Yemen
FO5I244T,Novomyshastovskaya,Russia
68RYFNR0,Goraj,Poland
52W0STP6,Carhuac,Peru
WYRTHO4B,Łopuszna,Poland
QZ808AY9,Syktyvkar,Russia
S2NE1ARF,Xiwu,China
G5WWP8ME,Ciawi,Indonesia
7J34JEYN,Vuokatti,Finland
1WNZGQCP,Liquan Chengguanzhen,China
R77IPF4E,Shanxia,China
092J2A3X,Gajiram,Nigeria
2PZXIYV1,Zhanjiang,China
V2301D0R,Worcester,South Africa
NMQJW23V,Utrecht (stad),Netherlands
JZZOA4VF,Magtangol,Philippines
EKZUCP1S,Lingcheng,China
DZFIY5OT,Ulyanovsk,Russia
YZFPE45V,Santi Suk,Thailand
TTUIWBYY,Kresek,Indonesia
E1KZ65QN,Bode Sadu,Nigeria
DFCXCKT7,Kansas City,United States
TCSPO3DY,New Washington,Philippines
PLYJW6V1,West End,Bahamas
NXBSJF1C,Bjelovar,Croatia
6S4XRS91,Khanu Woralaksaburi,Thailand
OU828WJZ,Horgo,Mongolia
M0MTTDXO,Zhonggang,China
RCA3HRBZ,Icheon-si,South Korea
16R6L6IE,Przewóz,Poland
F8E2W8HS,Votuporanga,Brazil
GKXJTN9S,Pápa,Hungary
U7VJW8H3,Roriz,Portugal
WOBZVH94,Huanghuai,China
WZMAE1DQ,Naga,Philippines
R256IXMM,Torslanda,Sweden
1SW9H6AF,Dimbokro,Ivory Coast
IUXRRPLD,Tabatinga,Brazil
NP5I3RZD,Telgawah,Indonesia
0I9DVUV6,Echarate,Peru
1YGGZZOI,Volodarka,Ukraine
V8FCRGZC,Höfn,Iceland
2003C0S8,Tongzha,China
C5EHFH1A,Aoqian,China
U9DBFPSB,Wawer,Poland
JMBS6EWB,Niagara Falls,Canada
CZERREJ3,Dvorovi,Bosnia and Herzegovina
D9ZNZO85,Santo Tomás,Nicaragua
U0V470CS,Dayr Sharaf,Palestinian Territory
B6UQR6M5,Kertosari,Indonesia
KPP7N8NT,Rokem Barat,Indonesia
OILD9N90,Tinawagan,Philippines
82QLW4EL,Tsagaanders,Mongolia
753T4A41,Almirante Tamandaré,Brazil
11KGJV2G,Copa,Peru
WR5X3TKG,Cacequi,Brazil
GFTO46DG,San Miguel Ixtahuacán,Guatemala
J1ZDO6VZ,Esmeraldas,Ecuador
PZEW3L0X,Xinpu,China
SYCLINF4,Cawayan Bugtong,Philippines
7CQEIJMM,Dalongtan,China
PWSM2E3M,Huaminglou,China
GO7ZXANY,Morohongō,Japan
E1FQAUXA,Keles Timur,Indonesia
GSWD86D5,Youdian,China
3WN39722,Alejandro Roca,Argentina
3E0KWF7V,Oss,Netherlands
4KVHB6OL,Hongtang,China
H0W5WNE0,Kotayk’,Armenia
PXI7N38W,Tabug,Philippines
KB2J1288,Chropyně,Czech Republic
URJSE55D,Mojo,Indonesia
U7JG4VPK,Perfilovo,Russia
BNGEID1A,Dazhou,China
7J327YF1,Orzu,Tajikistan
05PUSH79,Tejar,Costa Rica
0T5GGHDP,Esperantina,Brazil
2YOWZC1D,Xiniqi,China
MDEQBL8K,Miaoshi,China
7LMDQ93F,Belisario Dominguez,Mexico
Z8MG9O5C,Yaviza,Panama
CBY6AGGJ,Daingean,Ireland
2ZBXL4LF,Amargosa,Brazil
AK4LSY0X,Huaibei,China
24SP252V,Huacheng,China
BA3B19IE,Kauit,Philippines
WVYU2E6C,Wuxi,China
O7GT5LU5,Dayu,China
73B6PO2P,Perre,Portugal
7EAJ0X3G,Inglewood,United States
2TXI18P1,Bech,Luxembourg
YU4SP1JF,Cabouco,Portugal
F4VRQY5Q,Yafan,China
VDX4RE5Q,Haramgai,China
3L2OTWNC,At Tāj,Libya
C5R3LGA6,Casilda,Argentina
FYE82IB4,Banjar Baleagung,Indonesia
VUKIBQ8R,Pesek,Indonesia
VL5HT6F1,Celeirós,Portugal
V5T55Y73,Bebekan,Indonesia
T20LL48C,Dobdoban,Philippines
3R88EGNI,San Juan Opico,El Salvador
PQLS17RZ,Shuangnian,China
6SA77M7H,Kirkkonummi,Finland
YPMC2KZE,Duqiao,China
YVSAHP22,Kuanda,Russia
UWG680IN,Gaocheng,China
ELYGAE00,Medaya,Syria
OND6YJ8L,Mława,Poland
CRUTS7IC,La Caya,Dominican Republic
WK9MQLRI,Yelat’ma,Russia
81XYCLZF,Aianí,Greece
NIWDJ432,Kislovodsk,Russia
MKZGBQBK,Toulon,France
TGURMLIK,Veracruz,Honduras
N732R1ZG,Yongjiu,China
IYMEFJA1,Bual,Philippines
9C2EH0RT,Nasīrābād,Pakistan
UMXJ14JU,Daming,China
JIYQ46SG,Iwamizawa,Japan
EK54RYDC,Ponce,Puerto Rico
GV8BWGOD,Cafayate,Argentina
9GEGVZCT,Langpas,Philippines
YICIRVQ0,Vilar do Monte,Portugal
H3BFZTFV,Tōkamachi,Japan
JJF985TP,Nong Chik,Thailand
6O4QMJZU,Viljandi,Estonia
YG0KOVYU,Tuymazy,Russia
A5ZU2X2B,Santaluz,Brazil
CZZCRQSY,Cruz del Eje,Argentina
M8E8J3KF,Stord,Norway
1BTFXDXS,Azacualpa,Honduras
TEH92P5I,Bilajari,Azerbaijan
6EVTN71L,Gualeguay,Argentina
6VBU10UF,Três Rios,Brazil
ZG198721,Hwawŏn,South Korea
LYOHBDXF,Mutatá,Colombia
M95QL33U,Hong’an Chengguanzhen,China
WIJ911NX,Khlevnoye,Russia
ZLPJYAE9,Ntobo,Indonesia
P6P1KIML,Jintan,China
XE5MSSL8,Cascavel,Brazil
2PQOYX1H,Postřelmov,Czech Republic
36VDQ6D4,Remedios,Colombia
90CD8YGU,Łazy,Poland
CXVXO862,Ccatca,Peru
ETYLPADP,Sarae,Indonesia
K7Z2CESW,Khairpur Nathan Shāh,Pakistan
9EPI9ATH,São Bento do Sul,Brazil
91Q9XQET,Błażowa,Poland
QXD2QDPV,Sampaloc,Philippines
WFXYVN2L,Dengmingsi,China
26664HJK,Zhongba,China
0RYWB6NS,May Pen,Jamaica
WIUZ6I9H,Cibunar,Indonesia
8VB4FXF1,Ospina,Colombia
TWLA7UFT,Dykan’ka,Ukraine
4BT0DYX7,"Hospitalet De Llobregat, L'"
GEDQSBIF,Chenxiang,China
2S4O192Y,Juntas,Costa Rica
K3DRPZTK,Xiantang,China
C8QE9TXY,Cortes,Philippines
3GKSS6ZJ,Lumbac,Philippines
C415D375,Yang Chum Noi,Thailand
5CVM7KT8,Maliang,Indonesia
X9M5ASY1,Comendador,Dominican Republic
1EXQFR9K,Yinjiang,China
8MKMSL8J,Soutelo,Portugal
9U8O87NW,Isakly,Russia
AEV2B2CH,Pajak,Indonesia
F4BML13B,Ambarawa,Indonesia
TEMCIC3J,Dulovo,Bulgaria
8MIJ8IXQ,Medvezh’yegorsk,Russia
VC6SUJA3,Montinho,Portugal
6X8LJOND,Helmas,Albania
CHQGOWC8,Jialai,China
14J3345B,Diyarb Najm,Egypt
R8LP5FCB,Borovo,Bulgaria
XNR059M9,Al Baqāliţah,Tunisia
7WEKHFME,Al Manşūrah,Egypt
LR80PWBK,Sukhothai,Thailand
X4UMF9EF,Cala,South Africa
L2AJNK71,Solotcha,Russia
68RJTLGY,Charlton,United Kingdom
TJFUMMYI,Mucllo,Peru
PLX5SF12,Alquerubim,Portugal
2EFX67OX,Gaula,Portugal
IOATOSGE,Xiabuji,China
OQPHNYFR,Buôn Trấp,Vietnam
J80ZPQ9T,Caen,France
IRISPZCJ,Zhuyeping,China
57MQRCZ9,Qingu,China
5P99QZET,Lousa,Portugal
Y8NFDHDF,Zhongfan,China
D4IUG704,Zdovbytsya,Ukraine
GU69MHFV,Duodaoshi,China
AWXE64BY,Järfälla,Sweden
Q1EYGU7I,São José dos Pinhais,Brazil
05TJHTHF,San Francisco de Macorís,Dominican Republic
0O6R3I8W,Sukasirna,Indonesia
O7LJBZZ3,Mashan,China
Y0RBGXFD,Aqtöbe,Kazakhstan
767CNBF1,Jadho,Indonesia
7R72A8I6,Dandu,China
CK9UJIIY,Nadvoitsy,Russia
MSZFOOTQ,Valencia,Spain
LY833QP5,Donja Dubica,Bosnia and Herzegovina
2Y4YN8ZJ,Polen,Indonesia
P7RAGHRM,Vitrolles,France
NXRQWSQ9,Carrasqueira,Portugal
NGARR3ZX,Kalmar,Sweden
VB9ICW2D,Qasr Abu Hadi,Libya
XPTU9ZI3,Barra do Corda,Brazil
4MVZGQF7,Thessaloníki,Greece
0735Z0L2,Milevsko,Czech Republic
MCOPQ24N,Jaunpiebalga,Latvia
QN55MR2V,Horten,Norway
QAVXE9XM,Yanglinqiao,China
1Z3OZ0SX,Boguszów-Gorce,Poland
OET4SO9T,La Playosa,Argentina
493K4G4X,Camden,United States
5GD984X1,Degeberga,Sweden
Q76XADUH,Werinama,Indonesia
8EATQ8W3,Laguna Paiva,Argentina
28VOI34G,Gerelayang,Indonesia
V14I7WO6,Xuanhuadian,China
PWHDB6SN,Galitsy,Russia
EQBY42XB,Hoàn Kiếm,Vietnam
FWLRACX9,Hitachi,Japan
L3WQRSRB,Timrå,Sweden
A96A3YQ9,Kruisfontein,South Africa
443ML4Z0,Dolní Cerekev,Czech Republic
8B1Z6RKA,Taibai,China
24YQZESD,Shtip,Macedonia
33GMBYNA,Jiakexi,China
ANN6NESG,Tuojiang,China
CGMAD3U9,Czerwionka-Leszczyny,Poland
Y5UFKU3O,Dauriya,Russia
9ZSBVV25,Chauk,Myanmar
3E1RYOOS,Taytay,Philippines
BDRR6X0L,Pudoc,Philippines
ENG04T4U,Novaya Lyalya,Russia
ZF1Q2WKF,Paris 01,France
7W2S4QW0,Warung Wetan,Indonesia
6AELJALA,Jeju-si,South Korea
LJ09PAY5,Jaga,Indonesia
TRQ15GG9,Ḩarastā,Syria
GO17187Q,Godong,Indonesia
JJS90XWB,Villefranche-sur-Mer,France
ES827BX2,Baltiysk,Russia
CI6MFU12,Jiahe,China
FJDMI5Q3,Luojiang,China
CWSIQATV,Murindó,Colombia
SY91X41F,Brikama Nding,Gambia
M95JO4SY,Şūrān,Syria
CNE642RI,Balakhninskiy,Russia
E4SEBMJC,Meaux,France
UYY1EHN2,Dawwār Tīnjah,Tunisia
CEXSP5LS,Rechitsy,Russia
SYXRMQ01,La Broquerie,Canada
JZYFTQP1,Rancapanjang,Indonesia
CUANRAER,Shanghuang,China
FODUQ3R6,Cartagena,Spain
MU18IW0B,Kutasari,Indonesia
GHSV60YZ,Xinning,China
D7WJ65LF,Cinagrog Girang,Indonesia
5EN9ZPO9,Kebonan,Indonesia
83FMXQOC,Iḩsim,Syria
IBTUNKYE,Yaring,Thailand
RGI57Q1N,Gaoping,China
ITTHH531,Vicente Guerrero,Mexico
X8BLGL41,La Virginia,Colombia
634RG7ZU,Zhenkou,China
IV7Y6RSU,Banqiao,China
GRN4IJ13,Lykóvrysi,Greece
6CPT13H6,Olkusz,Poland
9AMJPX3X,Grand Forks,United States
DN6BXLFS,Churubamba,Peru
S6LFL9X3,Campinho,Portugal
ZPM5HUJ5,Ḩabūr,Yemen
JWC3AAMW,Limoges,France
84M4MKGJ,Chaem Luang,Thailand
6ZY3LXSP,El Chol,Guatemala
O2GXSNP3,Nioumamilima,Comoros
566LQ7QA,Sinisian,Philippines
J1Y1L58P,Stuttgart,Germany
9N8FB3LW,Haliut,China
W8DNQ2WD,Staryy Saltiv,Ukraine
LZW8YIWQ,Ilangay,Philippines
73T4495W,Fukushima-shi,Japan
OKZCY1UY,Al Ghayl,Yemen
DJ9W94Z6,Kuching,Malaysia
HUZCO2D3,Xinmin,China
Q72S906C,Aglalana,Philippines
JTLL8QPP,Aix-en-Provence,France
RVSWECW0,Wendo,Ethiopia
G2SZUR5P,Ambarita,Indonesia
SRLCF2G4,Moneague,Jamaica
PMCMMJS4,Dagang,China
IXYTO6WS,Tippi,Ethiopia
PKXUGFP1,Getafe,Spain
LDVEMBCI,Cinangka,Indonesia
B8HZAEQW,Hradec Králové,Czech Republic
4IQ0W0VJ,Pan de Azúcar,Uruguay
K860R42X,Semampirbarat,Indonesia
II7TSZ3Z,Savonlinna,Finland
UUD63WT1,Agrínio,Greece
2F17SJ1E,Budziszewice,Poland
YE6DQNYB,Sepahua,Peru
I1VMPF1W,Huajialing,China
1LFCJW7A,Ouijjane,Morocco
4I6NWX6U,Jiangcun,China
0L1TL739,Orsha,Russia
L47O6SCL,Épinal,France
64FQNEFW,Hantara,Indonesia
JIG8J23O,Mahébourg,Mauritius
YKWV5BGY,Whitegate,Ireland
2XP126DR,Esmoriz,Portugal
CFOKUIC4,Tahe,China
1VGUN37N,Tobelo,Indonesia
AWJDKEAX,La Rioja,Argentina
16STCD8K,Banjar Batanpoh,Indonesia
PZPUAMZ6,Miami,United States
GLJ84BVL,Golub-Dobrzyń,Poland
A232OGRW,Cabrobó,Brazil
HNIOAQXG,Jauja,Peru
TTLZRK5A,Maribong,Philippines
304MJHJM,Coronda,Argentina
DUKHDDCT,Mgandu,Tanzania
ZDF6VE5P,Örnsköldsvik,Sweden
PLKOPWQN,San Antonio,Peru
IPMTT4W4,Birendranagar,Nepal
A5WBJRG2,An Naşr,Palestinian Territory
JQEID00S,Villa Las Rosas,Argentina
2QPPGYDR,Huili Chengguanzhen,China
SY088OGI,Tarczyn,Poland
UW4LCSUQ,Kihangara,Tanzania
0FFI40FD,Fatuulan,Indonesia
3FJXO8ZP,Suru,Indonesia
2TADPSDD,Getengan,Indonesia
ZELGB3YC,Banjar Dharmasemedi,Indonesia
FNBRD4DJ,Braga,Portugal
Y4O9Z6FO,Phatthaya,Thailand
PNPKZOQR,Coaticook,Canada
FNUA47AU,Samangawah,Indonesia
VR3L6NCC,Mistřice,Czech Republic
9VOH5JTA,Gunungmalang Satu,Indonesia
26GDWBEV,Barishāl,Pakistan
UWP4CS9A,Bressuire,France
464QMB4B,Beaverton,United States
ZODK6RE7,Xijiang,China
FAEKQQ4Y,Sangar Sarāy,Afghanistan
AHH0MQFT,Dapeng,China
E4QXFR6B,Jalālpur Pīrwāla,Pakistan
WK5SC855,Pandat,Indonesia
RG2UQ3VN,Vaudreuil-Dorion,Canada
9QUDP67X,Vanves,France
M26F7BRQ,Al Khafsah,Syria
B0062NK4,Huimin,China
S2SU5U1U,Zhayang,China
LY3QZUEH,Le Mans,France
RIR4AH6B,Sherpur,Bangladesh
VR9FQZMH,Baolong,China
MHU7BVU9,Río Tercero,Argentina
IRS6EJT6,Dvorichna,Ukraine
E3FP9XYA,Kazanskoye,Russia
MCWFX8SS,Rashaant,Mongolia
YKS1BYTK,Ourense,Spain
1NNUJ3YC,Guangping,China
55DN2OCA,Smokvica,Croatia
AQHQP8LR,Sabon Gari-Nangere,Nigeria
U3P1MBCD,Nikitinskiy,Russia
UQBHAZA6,Bahía Honda,Cuba
6NTNS011,Huiqi,China
PSUWFG80,Yunfeng,China
3DHYHJ1M,Huangshan,China
V43ICR4N,Sasa,Indonesia
0SMH9K0S,Lubniewice,Poland
GIA7JI3W,Liulin,China
0U6F24EM,Thāru Shāh,Pakistan
RS307HSK,Pinhal da Marquesa,Portugal
JOJ60G3V,Tangkolo,Indonesia
1QD8MB2E,Fteliá,Greece
ISIBA1MT,Zhangping,China
ETPIDD6B,Chernivtsi,Ukraine
7II9S2SI,Qianwei,China
7HWG9GOQ,Shchigry,Russia
AXCR2NCQ,Meziměstí,Czech Republic
H9N9CHZR,Qili,China
17CQ7M3K,Dubăsari,Moldova
KCMVU3HC,Tuka,Philippines
K5Y0DGOP,Dongdu,China
1RS3RLSD,Słupsk,Poland
4BSXZ2I2,Srono,Indonesia
9IIOXP0W,Julayjilah,Saudi Arabia
H6XNMJ1F,Vostryakovo,Russia
R393AG3P,Shanghang,China
6RF9CAOK,Bokor,Indonesia
UCBAFXZC,Miharu,Japan
T9XL8ZRB,Clichy,France
LSAI2C2D,Purabaya,Indonesia
XZF8N3WF,Daleszyce,Poland
6LR6ABGR,Město Albrechtice,Czech Republic
L6H0XYAA,El Paraiso,Mexico
SY64LEVF,Vitória do Mearim,Brazil
6A17NLGZ,Hongqi,China
PQILI1KN,Segezha,Russia
J2F9SJGH,Baoxu,China
HSDYX1XF,Druju,Indonesia
81JJVKX6,San Jose,United States
VSLOFN88,Malya,Tanzania
TNG3PY1K,Bezerros,Brazil
POJUTW7A,Oviedo,Dominican Republic
GYO9BHLI,Castelo,Portugal
KE3FTNFR,Waru Selatan,Indonesia
HRCKQSDE,Pederneiras,Brazil
1NANF1WG,Xiaji,China
HHQ58WEN,Cầu Giát,Vietnam
W3AX7D4O,Hluboká nad Vltavou,Czech Republic
IFMPR045,Hanyuan,China
OC5GDGOY,Bjästa,Sweden
KRE8SFMU,Shunde,China
DHY3OE5D,Antsirabe,Madagascar
AERUH1FR,Freiria,Portugal
IBP5NJ2Q,Kurume,Japan
E7CBV0NM,Xinhua,China
BRVUYSO9,Ożarów,Poland
X090WAUI,Besançon,France
5FR296A3,Igreja,Portugal
YUYJ5EJT,Kulunda,Russia
N8DBI00K,Heiiyugou,China
110LD5RT,Doubrava,Czech Republic
GNCQ0T6P,Mozhga,Russia
FM738U8I,Makarov,Russia
9K0RNQOQ,Mueang Phuket,Thailand
IRGHVW9J,Ouégoa,New Caledonia
NUIRY2GF,Kelodan,Indonesia
IB0GR1D9,Brengkok,Indonesia
WM124SDV,Besuki,Indonesia
WBXVH5QF,Žebrák,Czech Republic
ISKJ6FUS,Shebekino,Russia
8EBML8P4,Itaparica,Brazil
HBAVJMLW,Kolsh,Albania
94KTAT0O,Uppsala,Sweden
G1AJ9GMN,Sintansin,South Korea
83ZF0TX6,Pattani,Thailand
5UVFCEZF,Montargis,France
01OE7CIT,Gaigeturi,South Korea
QVZXTHNY,Quimbaya,Colombia
4EQUMMRP,Solţānābād,Iran
D6ZEQ392,Erbil,Iraq
WR1RYM5H,Barinitas,Venezuela
W8GV1Y6P,Ilha de Moçambique,Mozambique
F8HU7Z72,Kunyang,China
QC72IY0B,Colonia Catuete,Paraguay
F0DJWJSR,Okanagan,Canada
C11UHNL5,Pescadería,Dominican Republic
OTVG0WGZ,Jishi,China
4BWS4REN,Chuanpu,China
PVPWUXK3,Sevan,Armenia
IHJQWH5H,Malpique,Portugal
0NQ91A9I,Kuantian,China
V40HOD3Q,Dongqu,China
LR5VVWVQ,Lumbangan,Philippines
QXTEGF1X,Ḩalāwah,Jordan
JWYRM5Q1,Shuanghekou,China
U2RMCKH2,Shuangqiao,China
O8QYOME1,Demba,Democratic Republic of the Congo
U1V6UPRH,Duantan,China
K69WGZBW,Moses,Portugal
KNT31G6W,Ḩammām Wāşil,Syria
OR7BCD0X,Ristinummi,Finland
N020I1ZU,Cileunyi,Indonesia
C3GVWHAQ,Krajan Gading,Indonesia
4WSOQO2P,Kolambugan,Philippines
YCNOQ5CR,Frýdek-Místek,Czech Republic
0B0EGNJR,Priargunsk,Russia
PJONHMJF,Daru,Sierra Leone
O5M1GSSU,Nueva Ocotepeque,Honduras
F753QV3B,Paranho,Portugal
TEJM3Z6A,Tucson,United States
KV4G0DAY,Lalagsan,Philippines
AY1Q6L2C,Sendai,Japan
DCWR8CJ8,Qinggang,China
PC4VYVHC,Verkhnyaya Khava,Russia
BIVQYXHI,Yucun,China
GOJAILUV,Gedera,Israel
E0VM0YAM,Luleå,Sweden
8RI44B2I,Hanji,China
HXAASQZQ,Fazhan,China
OFSATOAK,Mansilingan,Philippines
25RY566D,Cojata,Peru
XHOVXR5F,Xiliu,China
233Q6C9Z,Mianhu,China
MHGG7L5H,Gouqi,China
O8IEJSNN,La Luz,Venezuela
BYXZMK3K,Limboto,Indonesia
RULI5O13,Troitskoye,Russia
19ESKFUA,Tomaszów Lubelski,Poland
HM3JOE41,El Zapote,Mexico
9OBI0BN3,Carreira,Portugal
81INRBYZ,Lindian,China
19TEJ6G6,Nova Granada,Brazil
CQKY9637,Nglengkong,Indonesia
L7TMNXDT,Baku,Azerbaijan
HSBPG6OK,Sammatti,Finland
WIUA9CA9,Qutqashen,Azerbaijan
MKJRC8Q5,Bereeda,Somalia
5GF98GJT,Bistrica ob Sotli,Slovenia
UUTKTI4H,Gazli,Uzbekistan
XV6M10CU,Yanghe,China
MGN3CJ8C,Kragan,Indonesia
5PC3XB2S,Ushuaia,Argentina
VV85OOWG,Aktsyabrski,Belarus
E1CCGRZS,Udomlya,Russia
5K1U4X5T,Ngama,Chad
5JCFRWYF,Suwaru,Indonesia
600UDKN5,Kónitsa,Greece
MMVAAGY0,Manganitu,Indonesia
FO50GZE8,Castêlo,Portugal
0MW5B2X1,Årjäng,Sweden
X2ZPIZUQ,Soledad,Colombia
PQVOZOFQ,Daqian,China
OCSGU50H,Gayamdesa,Indonesia
340BA1OV,Ikšķile,Latvia
7ROJYUHN,Hengjie,China
A3UALDIK,Shatian,China
3WZ1GKD6,Linköping,Sweden
GUVSDXCN,Kangmei,China
BYIANU91,Afanas’yeva,Russia
IB6HDTZ0,Tebon,Indonesia
S8V9TG3U,Prang Ku,Thailand
ZTC1VLYO,Motala,Sweden
RTDIFDB0,Potrerillos Arriba,Panama
INNE2HA4,Luklukan,Philippines
KIIX6OE0,Mawlamyinegyunn,Myanmar
EWOZCIUP,Arauco,Argentina
IH01LJBX,Hidalgo,Mexico
1Q1VUC7W,Būsh,Egypt
QGNC7C39,Yunji,China
C72BTE07,Timbuktu,Mali
O343YBNM,Cuiabá,Brazil
KXBWQJST,Nong Ki,Thailand
2E6ANO6T,Tomado,Philippines
XSIV11FW,Grand Rapids,United States
0Q2N3D1F,Vavatenina,Madagascar
5VJ1DIX7,General Conesa,Argentina
WSNEQ5GW,Al Ḩīlah,Palestinian Territory
CRWQ00H3,Rāipur,Bangladesh
2JZRYIWO,Saint Petersburg,United States
9SQ6QBIN,Zhangjiawan,China
LKKW4VQF,Janikowo,Poland
X9LSG7EZ,Corcuera,Philippines
OR408QDX,Lyon,France
6OUZPFKA,Cihe,China
UCFRIB8K,Karangampel,Indonesia
DBXWCEN3,Alabug,Philippines
Z8NBVAJC,Motygino,Russia
AOGWXHFF,Yantian,China
TCFSJG9Q,Aserrío de Gariché,Panama
IPYJU2WG,Kujama,Nigeria
6OIBLV88,Moanemani,Indonesia
XSIOQVKV,Zhugentan,China
LVCR95HK,Belozërskoye,Russia
3G2LAPIB,Samut Prakan,Thailand
YGMG6XKI,Mojolampir,Indonesia
FY1HKJAJ,Lutomiersk,Poland
71STPICV,Nara-shi,Japan
ZG80JX00,Upton,United Kingdom
OBNRI0XU,Corvite,Portugal
QIWKD0F5,Hadyach,Ukraine
4YJN4OV9,Fanzeres,Portugal
2PXAFQXN,Turan,Russia
RVTKJHT0,Saatlı,Azerbaijan
1BCV43K1,Roanne,France
0O7ZL2YL,Oropéndolas,Honduras
NI3CI9DB,Sakaidechō,Japan
33G4UC0N,Jabonga,Philippines
Q6JFAOSY,Votkinsk,Russia
XMI5ZCM4,Roioen,Indonesia
LHGHG8ZQ,São João de Caparica,Portugal
56O5UXA2,Santa Cruz,Chile
K06SHBCQ,Aguada de Pasajeros,Cuba
TPCRNXU2,Bayasgalant,Mongolia
TEZW6T88,Emmeloord,Netherlands
K766ZKYR,Quatro Barras,Brazil
6T9BAT4H,Jinhaihu,China
ZAWXSQ6C,Oriximiná,Brazil
5Q2UT8HX,Ketawang,Indonesia
B1QAPS3E,Beiwucha,China
S2CZ23QW,Karobokan,Indonesia
KBNQG7W8,Österbybruk,Sweden
VKTDLF5I,Pirajuí,Brazil
CM89DNJA,Uherský Brod,Czech Republic
JYJWOSPP,Zebrzydowice,Poland
LLA4ELA7,Perugia,Italy
AZW4F2SH,Manique,Portugal
52V6S884,Solna,Sweden
92NOHWBO,Al Maḩfid,Yemen
QPJI1NJ5,Raniżów,Poland
6MP5UZW8,Plomárion,Greece
NPTBO9Y7,Novospasskoye,Russia
QF1FSL5W,Chuncheon,South Korea
LSUI1Q6G,Garland,United States
954XZZGF,Krajan,Indonesia
DR3J0M1S,Valle San Francisco,Nicaragua
1P2OPQI4,Cimaragas,Indonesia
5JB7BC61,Komga,South Africa
QQNQD7TL,Qal‘ah-ye Kūf,Afghanistan
6876NXVV,Zumarraga,Philippines
X6DG5255,Xilin Hot,China
5CCL88DQ,Quilo-quilo,Philippines
G11OQ7LK,Guohuan,China
